CELL_LINE_NAME,DRUG_NAME,AUC
MDA-MB-436,Tamoxifen,0.966082
EFO-21,Leflunomide,0.9036360000000001
OVCAR-4,Dabrafenib,0.983033
PWR-1E,Afatinib,0.888368
HCT-116,Linsitinib,0.959935
SW780,Ulixertinib,0.9224485
YAPC,Crizotinib,0.989374
U-118-MG,Afatinib,0.9073479999999999
SUP-HD1,Gefitinib,0.971931
BICR10,Nilotinib,0.9725010000000001
D-283MED,Dabrafenib,0.9887030000000001
PEO1,Erlotinib,0.9483600000000001
HARA,Lapatinib,0.7941729999999999
OACp4C,Linsitinib,0.720741
OACp4C,Ruxolitinib,0.9742299999999999
EW-24,Vinblastine,0.857627
769-P,Daporinad,0.7820630000000001
BV-173,Ulixertinib,0.88956
SK-ES-1,Vinblastine,0.579431
HuP-T4,Vinblastine,0.9259059999999999
CAMA-1,Vinblastine,0.905266
NCI-H727,Trametinib,0.44428199999999995
OPM-2,Tamoxifen,0.976815
NCI-H196,Crizotinib,0.992265
SAS,Erlotinib,0.8659030000000001
PSN1,Lapatinib,0.949032
SW1271,Erlotinib,0.971268
NY,Ulixertinib,0.85024
D-283MED,Ruxolitinib,0.967973
CHL-1,Sorafenib,0.940959
K-562,Nilotinib,0.421809
MOG-G-UVW,Trametinib,0.884035
CA46,Erlotinib,0.9388719999999999
MOLT-4,Tamoxifen,0.961125
NCI-H2141,Staurosporine,0.494478
SK-MG-1,Osimertinib,0.957569
NCI-H716,MK-1775,0.6555439999999999
CAL-29,Navitoclax,0.818555
MKN28,Ruxolitinib,0.962714
SNU-423,Sorafenib,0.942205
CAMA-1,Afatinib,0.954993
CESS,Trametinib,0.9487120000000001
BxPC-3,Daporinad,0.793866
HuP-T3,Lapatinib,0.923323
TK10,Tamoxifen,0.9664739999999999
REH,Daporinad,0.277468
JHH-1,Erlotinib,0.9085690000000001
P30-OHK,Navitoclax,0.754498
HDQ-P1,Ruxolitinib,0.981403
P32-ISH,Crizotinib,0.905309
A549,Gefitinib,0.946758
NUGC-3,Osimertinib,0.8791180000000001
SU-DHL-8,Sorafenib,0.907898
T84,Afatinib,0.8879049999999999
TGBC24TKB,Vorinostat,0.7602979999999999
LS-123,Osimertinib,0.902019
NCI-H1666,Ruxolitinib,0.9626549999999999
SUP-HD1,Sorafenib,0.88397
ECC12,Leflunomide,0.830101
MC-CAR,Erlotinib,0.9894799999999999
HSC-3,Linsitinib,0.9698540000000001
SNG-M,Linsitinib,0.9892719999999999
Saos-2,Osimertinib,0.9837450000000001
NCI-H2135,Ruxolitinib,0.955564
SK-MM-2,Leflunomide,0.768536
SKG-IIIa,Lapatinib,0.894127
COR-L32,Vorinostat,0.6547350000000001
CAL-33,Ulixertinib,0.9348285
MRK-nu-1,Dasatinib,0.9817629999999999
COR-L88,Erlotinib,0.9797680000000001
MDA-MB-436,Lapatinib,0.9616790000000001
NUGC-3,Ulixertinib,0.9075924999999999
RCC10RGB,Staurosporine,0.39615700000000004
SW1463,Staurosporine,0.648278
IST-MEL1,Gefitinib,0.978612
COLO-320-HSR,Dasatinib,0.985176
MSTO-211H,Staurosporine,0.549121
NCI-H1435,Dasatinib,0.975211
NCI-H3118,Ruxolitinib,0.9812
EoL-1-cell,Palbociclib,0.920017
OV-90,Vinblastine,0.767297
NCI-H1688,Erlotinib,0.946678
PANC-08-13,Palbociclib,0.976234
MKN1,Leflunomide,0.9170940000000001
SNU-449,Tamoxifen,0.905977
COLO-668,Erlotinib,0.9652440000000001
OVCA420,Erlotinib,0.687271
NCI-H2087,Nilotinib,0.9573729999999999
UACC-257,Tamoxifen,0.9369219999999999
LU-135,Crizotinib,0.994123
DMS-114,Trametinib,0.97431
SCC-4,Ruxolitinib,0.971349
MDA-MB-361,Vorinostat,0.801599
ATN-1,Lapatinib,0.94934
SU-DHL-6,Nilotinib,0.962634
HCC1395,Staurosporine,0.211669
MLMA,Dabrafenib,0.984109
TCCSUP,MK-1775,0.667127
IST-MEL1,Daporinad,0.712465
G-292-Clone-A141B1,Crizotinib,0.988132
OACp4C,Osimertinib,0.9583299999999999
HCC-827,Erlotinib,0.502491
EPLC-272H,Osimertinib,0.902272
8305C,Afatinib,0.856735
K5,Trametinib,0.6459060000000001
YAPC,Vinblastine,0.9291459999999999
PL18,Daporinad,0.7050489999999999
KYSE-150,Linsitinib,0.951981
NB12,Daporinad,0.5868270000000001
SUP-B15,Dabrafenib,0.929111
CAL-120,Staurosporine,0.525358
EW-3,Leflunomide,0.9066629999999999
RL95-2,Vinblastine,0.619475
PL4,Ulixertinib,0.8619600000000001
GAMG,MK-1775,0.7077899999999999
OAW-28,Ruxolitinib,0.976475
HCT-116,Ulixertinib,0.6727765
KYSE-520,Erlotinib,0.740923
NAMALWA,Nilotinib,0.9858549999999999
OVCAR-3,Nilotinib,0.989131
CAL-29,Staurosporine,0.403469
OACp4C,Dabrafenib,0.9838899999999999
RH-1,Leflunomide,0.890175
G-292-Clone-A141B1,MK-1775,0.899144
SW780,Ruxolitinib,0.9137770000000001
OV-56,Osimertinib,0.9800459999999999
NCI-H1435,Osimertinib,0.9882059999999999
Hey,Vorinostat,0.795417
GAMG,Staurosporine,0.172299
DOHH-2,Afatinib,0.945739
NALM-6,Lapatinib,0.899474
NCI-H2085,Linsitinib,0.9697479999999999
BC-1,Erlotinib,0.988461
SW1783,Dabrafenib,0.9421219999999999
A4-Fuk,Ulixertinib,0.6692600000000001
OC-314,Erlotinib,0.9740690000000001
RF-48,Ulixertinib,0.985549
MIA-PaCa-2,Trametinib,0.8369780000000001
NB7,Afatinib,0.913149
IGROV-1,Ruxolitinib,0.9146620000000001
SK-MEL-2,Vorinostat,0.778251
SNU-407,Leflunomide,0.861353
LS-123,Daporinad,0.734394
786-0,Palbociclib,0.8736510000000001
SK-HEP-1,Leflunomide,0.925509
PFSK-1,Gefitinib,0.9589989999999999
BFTC-905,Leflunomide,0.921842
JURL-MK1,Dasatinib,0.017684000000000002
GI-1,Trametinib,0.9917860000000001
YAPC,MK-1775,0.758709
A101D,Osimertinib,0.9820190000000001
NCI-H28,Palbociclib,0.7841640000000001
Hey,Linsitinib,0.957255
ME-180,Tamoxifen,0.9226139999999999
KMOE-2,Ruxolitinib,0.9908389999999999
NY,Palbociclib,0.978849
EJM,Osimertinib,0.9864120000000001
K-562,Afatinib,0.8880879999999999
UMC-11,Osimertinib,0.970993
P30-OHK,Dasatinib,0.8982020000000001
OSC-20,Ruxolitinib,0.962987
PANC-10-05,Ulixertinib,0.8400555000000001
NCI-H3122,Afatinib,0.874041
SW13,Trametinib,0.815112
YAPC,Staurosporine,0.525386
